Video ID,File Path,Emotion,Status,Timestamp,Annotation Time (seconds),Video Load Time,Selection Count,Next Button Time,Time to Next (seconds),Annotation Mode
"video_142","data/DailyLife_Surprise_0040.mp4","angry","annotated","2025-09-27T06:59:28.107Z","1.63","2025-09-27T06:59:26.477Z","1","2025-09-27T06:59:29.018Z","2.54","Mode 2"
"video_143","data/Speech_Angry_0152.mp4","neutral","annotated","2025-09-27T06:59:32.522Z","3.46","2025-09-27T06:59:29.057Z","1","2025-09-27T06:59:33.127Z","4.07","Mode 2"
"video_144","data/Contest_Happy_0374.mp4","neutral","annotated","2025-09-27T06:59:39.174Z","6.02","2025-09-27T06:59:33.156Z","1","2025-09-27T06:59:39.895Z","6.74","Mode 2"
"video_145","data/Conflict_Sad_0368.mp4","sad","annotated","2025-09-27T06:59:45.782Z","5.84","2025-09-27T06:59:39.938Z","1","2025-09-27T06:59:46.585Z","6.65","Mode 2"
"video_146","data/DailyLife_Fear_0033.mp4","happy","annotated","2025-09-27T06:59:49.382Z","2.77","2025-09-27T06:59:46.615Z","1","2025-09-27T06:59:50.440Z","3.83","Mode 2"
"video_147","data/OfficialEvent_Neutral_0140.mp4","neutral","annotated","2025-09-27T06:59:51.767Z","1.27","2025-09-27T06:59:50.496Z","1","2025-09-27T06:59:52.351Z","1.85","Mode 2"
"video_148","data/Social_Surprise_0091.mp4","happy","annotated","2025-09-27T06:59:53.906Z","1.53","2025-09-27T06:59:52.379Z","1","2025-09-27T06:59:54.759Z","2.38","Mode 2"
"video_149","data/Terror_Fear_0288.mp4","fear","annotated","2025-09-27T06:59:57.400Z","2.59","2025-09-27T06:59:54.806Z","1","2025-09-27T06:59:58.201Z","3.40","Mode 2"
"video_150","data/Talkshow_Happy_0198.mp4","happy","annotated","2025-09-27T06:59:59.981Z","1.74","2025-09-27T06:59:58.241Z","1","2025-09-27T07:00:00.842Z","2.60","Mode 2"
"video_151","data/History_Sad_0250.mp4","surprise","annotated","2025-09-27T07:00:05.087Z","4.19","2025-09-27T07:00:00.898Z","1","2025-09-27T07:00:05.927Z","5.03","Mode 2"
"video_152","data/Social_Surprise_0078.mp4","surprise","annotated","2025-09-27T07:00:07.878Z","1.90","2025-09-27T07:00:05.974Z","1","2025-09-27T07:00:08.635Z","2.66","Mode 2"
"video_153","data/DailyLife_Disgust_0001.mp4","disgust","annotated","2025-09-27T07:00:12.011Z","3.33","2025-09-27T07:00:08.681Z","1","2025-09-27T07:00:12.813Z","4.13","Mode 2"
"video_154","data/Conflict_Sad_0130.mp4","disgust","annotated","2025-09-27T07:00:16.735Z","3.89","2025-09-27T07:00:12.842Z","1","2025-09-27T07:00:17.424Z","4.58","Mode 2"
"video_155","data/Action_Happy_0152.mp4","neutral","annotated","2025-09-27T07:00:20.238Z","2.77","2025-09-27T07:00:17.469Z","1","2025-09-27T07:00:20.784Z","3.31","Mode 2"
"video_156","data/Speech_Sad_0198.mp4","disgust","annotated","2025-09-27T07:00:26.905Z","6.08","2025-09-27T07:00:20.822Z","1","2025-09-27T07:00:28.143Z","7.32","Mode 2"
"video_157","data/Talkshow_Happy_0416.mp4","happy","annotated","2025-09-27T07:00:31.024Z","2.84","2025-09-27T07:00:28.186Z","1","2025-09-27T07:00:31.614Z","3.43","Mode 2"
"video_158","data/Social_Angry_0134.mp4","neutral","annotated","2025-09-27T07:00:34.120Z","2.47","2025-09-27T07:00:31.653Z","1","2025-09-27T07:00:34.779Z","3.13","Mode 2"
"video_159","data/Argue_Neutral_0383.mp4","fear","annotated","2025-09-27T07:00:43.976Z","9.16","2025-09-27T07:00:34.819Z","1","2025-09-27T07:00:45.130Z","10.31","Mode 2"
"video_160","data/Contest_Disgust_0024.mp4","happy","annotated","2025-09-27T07:00:47.862Z","2.71","2025-09-27T07:00:45.156Z","1","2025-09-27T07:00:48.475Z","3.32","Mode 2"
"video_161","data/Action_Happy_0178.mp4","happy","annotated","2025-09-27T07:00:50.463Z","1.95","2025-09-27T07:00:48.517Z","1","2025-09-27T07:00:51.332Z","2.81","Mode 2"
"video_162","data/Speech_Fear_0035.mp4","happy","annotated","2025-09-27T07:00:53.328Z","1.95","2025-09-27T07:00:51.383Z","1","2025-09-27T07:00:53.999Z","2.62","Mode 2"
"video_163","data/Conflict_Angry_0379.mp4","angry","annotated","2025-09-27T07:00:56.043Z","2.02","2025-09-27T07:00:54.024Z","1","2025-09-27T07:00:56.658Z","2.63","Mode 2"
"video_164","data/Conflict_Fear_0045.mp4","fear","annotated","2025-09-27T07:01:00.958Z","4.25","2025-09-27T07:00:56.704Z","1","2025-09-27T07:01:02.005Z","5.30","Mode 2"
"video_165","data/ElegantArt_Happy_0020.mp4","surprise","annotated","2025-09-27T07:01:07.009Z","4.97","2025-09-27T07:01:02.036Z","1","2025-09-27T07:01:07.684Z","5.65","Mode 2"
"video_166","data/Terror_Surprise_0114.mp4","happy","annotated","2025-09-27T07:01:19.032Z","11.31","2025-09-27T07:01:07.723Z","2","2025-09-27T07:01:21.040Z","13.32","Mode 2"
"video_167","data/Conflict_Angry_0284.mp4","angry","annotated","2025-09-27T07:01:23.226Z","2.15","2025-09-27T07:01:21.075Z","1","2025-09-27T07:01:23.980Z","2.90","Mode 2"
"video_168","data/DailyLife_Surprise_0050.mp4","sad","annotated","2025-09-27T07:01:26.036Z","2.03","2025-09-27T07:01:24.005Z","1","2025-09-27T07:01:26.666Z","2.66","Mode 2"
"video_169","data/Conflict_Fear_0013.mp4","surprise","annotated","2025-09-27T07:01:28.564Z","1.87","2025-09-27T07:01:26.691Z","1","2025-09-27T07:01:29.298Z","2.61","Mode 2"
"video_170","data/Contest_Happy_0515.mp4","surprise","annotated","2025-09-27T07:01:37.415Z","8.07","2025-09-27T07:01:29.342Z","1","2025-09-27T07:01:38.006Z","8.66","Mode 2"
"video_171","data/War_Disgust_0041.mp4","sad","annotated","2025-09-27T07:01:39.529Z","1.48","2025-09-27T07:01:38.046Z","1","2025-09-27T07:01:40.279Z","2.23","Mode 2"
"video_172","data/Conflict_Happy_0056.mp4","neutral","annotated","2025-09-27T07:01:42.560Z","2.24","2025-09-27T07:01:40.320Z","1","2025-09-27T07:01:43.383Z","3.06","Mode 2"
"video_173","data/Speech_Disgust_0109.mp4","happy","annotated","2025-09-27T07:01:45.178Z","1.74","2025-09-27T07:01:43.441Z","1","2025-09-27T07:01:46.068Z","2.63","Mode 2"
"video_174","data/Terror_Neutral_0075.mp4","disgust","annotated","2025-09-27T07:01:49.189Z","3.08","2025-09-27T07:01:46.112Z","1","2025-09-27T07:01:49.983Z","3.87","Mode 2"
"video_175","data/Crime_Sad_0333.mp4","sad","annotated","2025-09-27T07:01:51.601Z","1.58","2025-09-27T07:01:50.025Z","1","2025-09-27T07:01:52.376Z","2.35","Mode 2"
"video_176","data/War_Angry_0321.mp4","angry","annotated","2025-09-27T07:01:59.779Z","7.37","2025-09-27T07:01:52.412Z","1","2025-09-27T07:02:00.663Z","8.25","Mode 2"
"video_177","data/Crisis_Fear_0076.mp4","fear","annotated","2025-09-27T07:02:03.305Z","2.59","2025-09-27T07:02:00.714Z","1","2025-09-27T07:02:03.987Z","3.27","Mode 2"
"video_178","data/ScholarReport_Fear_0034.mp4","neutral","annotated","2025-09-27T07:02:05.465Z","1.45","2025-09-27T07:02:04.020Z","1","2025-09-27T07:02:06.273Z","2.25","Mode 2"
"video_179","data/History_Happy_0095.mp4","happy","annotated","2025-09-27T07:02:08.847Z","2.54","2025-09-27T07:02:06.308Z","1","2025-09-27T07:02:09.590Z","3.28","Mode 2"
"video_180","data/DailyLife_Fear_0067.mp4","fear","annotated","2025-09-27T07:02:13.182Z","3.55","2025-09-27T07:02:09.631Z","1","2025-09-27T07:02:13.970Z","4.34","Mode 2"
"video_181","data/Business_Sad_0161.mp4","disgust","annotated","2025-09-27T07:02:16.737Z","2.73","2025-09-27T07:02:14.007Z","1","2025-09-27T07:02:17.577Z","3.57","Mode 2"
"video_182","data/Crisis_Sad_0172.mp4","sad","annotated","2025-09-27T07:02:21.087Z","3.47","2025-09-27T07:02:17.614Z","1","2025-09-27T07:02:21.823Z","4.21","Mode 2"
"video_183","data/Speech_Surprise_0158.mp4","happy","annotated","2025-09-27T07:02:35.052Z","13.19","2025-09-27T07:02:21.858Z","1","2025-09-27T07:02:35.975Z","14.12","Mode 2"
"video_184","data/Conflict_Neutral_0231.mp4","neutral","annotated","2025-09-27T07:02:40.963Z","4.96","2025-09-27T07:02:35.998Z","1","2025-09-27T07:02:41.706Z","5.71","Mode 2"
"video_185","data/Terror_Neutral_0098.mp4","neutral","annotated","2025-09-27T07:02:45.726Z","3.98","2025-09-27T07:02:41.749Z","2","2025-09-27T07:02:46.594Z","4.84","Mode 2"
"video_186","data/Argue_Surprise_0041.mp4","surprise","annotated","2025-09-27T07:02:48.785Z","2.14","2025-09-27T07:02:46.641Z","1","2025-09-27T07:02:49.504Z","2.86","Mode 2"
"video_187","data/Crime_Fear_0026.mp4","neutral","annotated","2025-09-27T07:02:51.485Z","1.95","2025-09-27T07:02:49.532Z","1","2025-09-27T07:02:54.567Z","5.04","Mode 2"
"video_188","data/School_Neutral_0092.mp4","sad","annotated","2025-09-27T07:02:56.150Z","1.54","2025-09-27T07:02:54.606Z","1","2025-09-27T07:02:56.713Z","2.11","Mode 2"
"video_189","data/School_Disgust_0115.mp4","happy","annotated","2025-09-27T07:02:58.282Z","1.50","2025-09-27T07:02:56.779Z","1","2025-09-27T07:02:59.135Z","2.36","Mode 2"
"video_190","data/Liveshow_Happy_0028.mp4","happy","annotated","2025-09-27T07:03:00.448Z","1.27","2025-09-27T07:02:59.180Z","1","2025-09-27T07:03:01.234Z","2.05","Mode 2"
"video_191","data/Social_Surprise_0048.mp4","happy","annotated","2025-09-27T07:03:02.825Z","1.56","2025-09-27T07:03:01.268Z","1","2025-09-27T07:03:03.634Z","2.37","Mode 2"
"video_192","data/Liveshow_Fear_0010.mp4","happy","annotated","2025-09-27T07:03:05.660Z","1.99","2025-09-27T07:03:03.674Z","1","2025-09-27T07:03:06.343Z","2.67","Mode 2"
"video_193","data/Terror_Fear_0267.mp4","fear","annotated","2025-09-27T07:03:09.201Z","2.82","2025-09-27T07:03:06.380Z","1","2025-09-27T07:03:10.182Z","3.80","Mode 2"
"video_194","data/Interview_Happy_0359.mp4","neutral","annotated","2025-09-27T07:03:12.268Z","2.05","2025-09-27T07:03:10.222Z","1","2025-09-27T07:03:13.408Z","3.19","Mode 2"
"video_195","data/ElegantArt_Disgust_0025.mp4","disgust","annotated","2025-09-27T07:03:19.206Z","5.74","2025-09-27T07:03:13.465Z","2","2025-09-27T07:03:19.917Z","6.45","Mode 2"
"video_196","data/Social_Neutral_0234.mp4","neutral","annotated","2025-09-27T07:03:24.478Z","4.52","2025-09-27T07:03:19.955Z","1","2025-09-27T07:03:25.700Z","5.75","Mode 2"
